지역명,평당분양가격,연도,월
경북,11282.7,2022,3
경남,11187.0,2022,3
제주,19239.0,2022,3
서울,32244.3,2022,4
인천,15671.7,2022,4
경기,15879.6,2022,4
부산,16899.3,2022,4
대구,16150.2,2022,4
광주,14995.2,2022,4
대전,13681.8,2022,4
울산,18225.9,2022,4
세종,11926.2,2022,4
강원,10503.9,2022,4
충북,9372.0,2022,4
충남,10041.9,2022,4
전북,9510.6,2022,4
전남,10233.3,2022,4
경북,11319.0,2022,4
경남,12021.9,2022,4
제주,19239.0,2022,4
서울,28215.0,2022,5
인천,15807.0,2022,5
경기,16031.4,2022,5
부산,17526.3,2022,5
대구,16047.9,2022,5
광주,14991.9,2022,5
대전,13714.8,2022,5
울산,18018.0,2022,5
세종,11926.2,2022,5
강원,10560.0,2022,5
충북,9682.2,2022,5
충남,10094.7,2022,5
전북,9537.0,2022,5
전남,10269.6,2022,5
경북,11738.1,2022,5
경남,12061.5,2022,5
제주,19239.0,2022,5
서울,28215.0,2022,6
인천,15899.4,2022,6
경기,16262.4,2022,6
부산,17938.8,2022,6
대구,16427.399999999998,2022,6
광주,15364.8,2022,6
대전,13761.0,2022,6
울산,17981.7,2022,6
세종,11926.2,2022,6
강원,10682.1,2022,6
충북,9876.9,2022,6
충남,10114.5,2022,6
전북,9989.1,2022,6
전남,10269.6,2022,6
경북,11639.1,2022,6
경남,11929.5,2022,6
제주,19239.0,2022,6
서울,28215.0,2022,7
인천,16331.7,2022,7
경기,16354.8,2022,7
부산,17991.6,2022,7
대구,16797.0,2022,7
광주,15397.8,2022,7
대전,13761.0,2022,7
울산,17981.7,2022,7
세종,10586.4,2022,7
강원,10725.0,2022,7
충북,9906.6,2022,7
충남,10213.5,2022,7
전북,9995.7,2022,7
전남,10256.4,2022,7
경북,11345.4,2022,7
경남,11969.1,2022,7
제주,19239.0,2022,7
서울,27300.9,2022,8
인천,17044.5,2022,8
경기,16579.2,2022,8
부산,17938.8,2022,8
대구,16780.5,2022,8
광주,15628.8,2022,8
대전,13761.0,2022,8
울산,17932.2,2022,8
세종,10586.4,2022,8
강원,10824.0,2022,8
충북,9903.3,2022,8
충남,10395.0,2022,8
전북,10104.6,2022,8
전남,10197.0,2022,8
경북,11447.7,2022,8
경남,11926.2,2022,8
제주,21542.4,2022,8
서울,28059.9,2022,9
인천,17123.7,2022,9
경기,17008.2,2022,9
부산,18011.399999999998,2022,9
대구,16764.0,2022,9
광주,15358.2,2022,9
대전,14289.0,2022,9
울산,17932.2,2022,9
세종,10586.4,2022,9
강원,10880.1,2022,9
충북,9985.8,2022,9
충남,10395.0,2022,9
전북,10190.4,2022,9
전남,10639.2,2022,9
경북,11949.3,2022,9
경남,11988.9,2022,9
제주,21542.4,2022,9
서울,28059.9,2022,10
인천,16602.3,2022,10
경기,17282.1,2022,10
부산,18470.1,2022,10
대구,16859.7,2022,10
광주,15589.2,2022,10
대전,15107.4,2022,10
울산,18123.6,2022,10
세종,10586.4,2022,10
강원,11398.2,2022,10
충북,9969.3,2022,10
충남,10919.7,2022,10
전북,10243.2,2022,10
전남,10659.0,2022,10
경북,12012.0,2022,10
경남,11889.9,2022,10
제주,22159.5,2022,10
서울,29835.3,2022,11
인천,16641.899999999998,2022,11
경기,16585.8,2022,11
부산,19823.1,2022,11
대구,16566.0,2022,11
광주,15684.9,2022,11
대전,15137.1,2022,11
울산,18932.1,2022,11
세종,10586.4,2022,11
강원,12398.1,2022,11
충북,9969.3,2022,11
충남,11051.7,2022,11
전북,10411.5,2022,11
전남,10718.4,2022,11
경북,12081.3,2022,11
경남,11863.5,2022,11
제주,22159.5,2022,11
서울,29779.2,2022,12
인천,16655.1,2022,12
경기,17169.899999999998,2022,12
부산,19456.8,2022,12
대구,16899.3,2022,12
광주,14625.6,2022,12
대전,15298.8,2022,12
울산,18321.6,2022,12
세종,12279.3,2022,12
강원,12688.5,2022,12
충북,10520.4,2022,12
충남,11035.2,2022,12
전북,10381.8,2022,12
전남,10596.3,2022,12
경북,12289.2,2022,12
경남,11860.2,2022,12
제주,22951.5,2022,12
서울,30630.6,2023,1
인천,16625.399999999998,2023,1
경기,17239.2,2023,1
부산,19456.8,2023,1
대구,16958.7,2023,1
광주,17268.899999999998,2023,1
대전,15440.7,2023,1
울산,18321.6,2023,1
세종,12279.3,2023,1
강원,12688.5,2023,1
충북,10520.4,2023,1
충남,11338.8,2023,1
전북,10381.8,2023,1
전남,10616.1,2023,1
경북,12516.9,2023,1
경남,11929.5,2023,1
제주,22951.5,2023,1
서울,30445.8,2023,2
인천,16288.8,2023,2
경기,17252.399999999998,2023,2
부산,19116.9,2023,2
대구,17087.399999999998,2023,2
광주,15275.7,2023,2
대전,15556.2,2023,2
울산,18321.6,2023,2
세종,12279.3,2023,2
강원,12688.5,2023,2
충북,10589.7,2023,2
충남,11738.1,2023,2
전북,10381.8,2023,2
전남,10946.1,2023,2
경북,12513.6,2023,2
경남,11823.9,2023,2
제주,22948.2,2023,2
서울,30624.0,2023,3
인천,16391.1,2023,3
경기,18202.8,2023,3
부산,19199.4,2023,3
대구,17087.399999999998,2023,3
광주,16651.8,2023,3
대전,15556.2,2023,3
울산,18423.9,2023,3
세종,12279.3,2023,3
강원,12939.3,2023,3
충북,10635.9,2023,3
충남,11738.1,2023,3
전북,10645.8,2023,3
전남,10942.8,2023,3
경북,12513.6,2023,3
경남,11962.5,2023,3
제주,23740.2,2023,3
서울,30643.8,2023,4
인천,16397.7,2023,4
경기,19133.4,2023,4
부산,19371.0,2023,4
대구,17087.399999999998,2023,4
광주,16651.8,2023,4
대전,16153.5,2023,4
울산,18423.9,2023,4
세종,12279.3,2023,4
강원,12969.0,2023,4
충북,10794.3,2023,4
충남,11748.0,2023,4
전북,10942.8,2023,4
전남,10939.5,2023,4
경북,12513.6,2023,4
경남,11936.1,2023,4
제주,23740.2,2023,4
서울,31066.2,2023,5
인천,16470.3,2023,5
경기,19163.1,2023,5
부산,20093.7,2023,5
대구,18047.7,2023,5
광주,18176.4,2023,5
대전,16153.5,2023,5
울산,17869.5,2023,5
세종,12279.3,2023,5
강원,12969.0,2023,5
충북,10546.8,2023,5
충남,11757.9,2023,5
전북,10942.8,2023,5
전남,11226.6,2023,5
경북,12305.7,2023,5
경남,11536.8,2023,5
제주,23740.2,2023,5
서울,31927.5,2023,6
인천,16460.399999999998,2023,6
경기,19364.4,2023,6
부산,20621.7,2023,6
대구,16968.6,2023,6
광주,18176.4,2023,6
대전,16278.9,2023,6
울산,17991.6,2023,6
세종,12279.3,2023,6
강원,12401.4,2023,6
충북,10609.5,2023,6
충남,11771.1,2023,6
전북,11124.3,2023,6
전남,11226.6,2023,6
경북,12639.0,2023,6
경남,11655.6,2023,6
제주,24175.8,2023,6
서울,31927.5,2023,7
인천,16064.4,2023,7
경기,19542.6,2023,7
부산,20687.7,2023,7
대구,16358.1,2023,7
광주,18146.7,2023,7
대전,16731.0,2023,7
울산,17991.6,2023,7
세종,12279.3,2023,7
강원,13365.0,2023,7
충북,10612.8,2023,7
충남,11784.3,2023,7
전북,11196.9,2023,7
전남,11394.9,2023,7
경북,12843.6,2023,7
경남,11279.4,2023,7
제주,24175.8,2023,7
서울,31795.5,2023,8
인천,16097.4,2023,8
경기,19572.3,2023,8
부산,21921.9,2023,8
대구,16688.1,2023,8
광주,18252.3,2023,8
대전,16731.0,2023,8
울산,18067.5,2023,8
세종,12279.3,2023,8
강원,13374.9,2023,8
충북,10725.0,2023,8
충남,11843.7,2023,8
전북,11596.2,2023,8
전남,12074.7,2023,8
경북,13318.8,2023,8
경남,11163.9,2023,8
제주,25551.9,2023,8
서울,32000.1,2023,9
인천,16100.7,2023,9
경기,19509.6,2023,9
부산,21921.9,2023,9
대구,16688.1,2023,9
광주,18011.399999999998,2023,9
대전,16731.0,2023,9
울산,17928.899999999998,2023,9
세종,12279.3,2023,9
강원,13724.7,2023,9
충북,10926.3,2023,9
충남,11853.6,2023,9
전북,11583.0,2023,9
전남,12031.8,2023,9
경북,13335.3,2023,9
경남,11622.6,2023,9
제주,25551.9,2023,9
서울,32155.2,2023,10
인천,16872.899999999998,2023,10
경기,19532.7,2023,10
부산,22182.6,2023,10
대구,17575.8,2023,10
광주,18011.399999999998,2023,10
대전,16361.4,2023,10
울산,17777.1,2023,10
세종,12279.3,2023,10
강원,14298.9,2023,10
충북,11203.5,2023,10
충남,11922.9,2023,10
전북,11559.9,2023,10
전남,12031.8,2023,10
경북,13335.3,2023,10
경남,12929.4,2023,10
제주,25743.3,2023,10
서울,34145.1,2023,11
인천,16816.8,2023,11
경기,21304.8,2023,11
부산,20691.0,2023,11
대구,17575.8,2023,11
광주,17998.2,2023,11
대전,16335.0,2023,11
울산,16698.0,2023,11
세종,12279.3,2023,11
강원,14487.0,2023,11
충북,11299.2,2023,11
충남,12767.7,2023,11
전북,11612.7,2023,11
전남,13401.3,2023,11
경북,13668.6,2023,11
경남,13919.4,2023,11
제주,25743.3,2023,11
서울,34947.0,2023,12
인천,16493.399999999998,2023,12
경기,21591.9,2023,12
부산,20691.0,2023,12
대구,,2023,12
광주,18107.1,2023,12
대전,16160.1,2023,12
울산,16024.8,2023,12
세종,,2023,12
강원,14642.1,2023,12
충북,11540.1,2023,12
충남,12823.8,2023,12
전북,11612.7,2023,12
전남,13401.3,2023,12
경북,13190.1,2023,12
경남,13431.0,2023,12
제주,25743.3,2023,12
서울,37072.2,2024,1
인천,16453.8,2024,1
경기,21519.3,2024,1
부산,20691.0,2024,1
대구,,2024,1
광주,18532.8,2024,1
대전,16160.1,2024,1
울산,16024.8,2024,1
세종,,2024,1
강원,14642.1,2024,1
충북,11540.1,2024,1
충남,11932.8,2024,1
전북,11612.7,2024,1
전남,12417.9,2024,1
경북,13770.9,2024,1
경남,13431.0,2024,1
제주,25743.3,2024,1
서울,37808.1,2024,2
인천,18090.6,2024,2
경기,20892.3,2024,2
부산,20575.5,2024,2
대구,,2024,2
광주,19054.2,2024,2
대전,17216.1,2024,2
울산,16724.399999999998,2024,2
세종,,2024,2
강원,14642.1,2024,2
충북,11711.7,2024,2
충남,12064.8,2024,2
전북,12318.9,2024,2
전남,12147.3,2024,2
경북,13784.1,2024,2
경남,13840.2,2024,2
제주,24773.1,2024,2
서울,37943.4,2024,3
인천,18117.0,2024,3
경기,20895.6,2024,3
부산,20575.5,2024,3
대구,30600.9,2024,3
광주,18885.9,2024,3
대전,17351.399999999998,2024,3
울산,16711.2,2024,3
세종,,2024,3
강원,14642.1,2024,3
충북,12592.8,2024,3
충남,12064.8,2024,3
전북,12487.2,2024,3
전남,12147.3,2024,3
경북,13784.1,2024,3
경남,13840.2,2024,3
제주,24773.1,2024,3
서울,38841.0,2024,4
인천,18189.6,2024,4
경기,21083.7,2024,4
부산,20116.8,2024,4
대구,30600.9,2024,4
광주,18885.9,2024,4
대전,18767.1,2024,4
울산,16942.2,2024,4
세종,,2024,4
강원,14777.4,2024,4
충북,12962.4,2024,4
충남,12117.6,2024,4
전북,12226.5,2024,4
전남,12147.3,2024,4
경북,13784.1,2024,4
경남,13840.2,2024,4
제주,24773.1,2024,4
서울,38629.8,2024,5
인천,18239.1,2024,5
경기,20908.8,2024,5
부산,20859.3,2024,5
대구,23964.6,2024,5
광주,18054.3,2024,5
대전,18767.1,2024,5
울산,18222.6,2024,5
세종,,2024,5
강원,14774.1,2024,5
충북,12962.4,2024,5
충남,11893.2,2024,5
전북,12134.1,2024,5
전남,12147.3,2024,5
경북,13784.1,2024,5
경남,14176.8,2024,5
제주,24773.1,2024,5
서울,41830.8,2024,6
인천,17744.1,2024,6
경기,21473.1,2024,6
부산,21331.2,2024,6
대구,23964.6,2024,6
광주,18054.3,2024,6
대전,17899.2,2024,6
울산,18126.9,2024,6
세종,,2024,6
강원,15077.7,2024,6
충북,13011.9,2024,6
충남,11893.2,2024,6
전북,12028.5,2024,6
전남,13101.0,2024,6
경북,13784.1,2024,6
경남,14543.1,2024,6
제주,24142.8,2024,6
서울,43939.5,2024,7
인천,17754.0,2024,7
경기,21377.4,2024,7
부산,22555.5,2024,7
대구,23964.6,2024,7
광주,18222.6,2024,7
대전,17592.3,2024,7
울산,18136.8,2024,7
세종,,2024,7
강원,15120.6,2024,7
충북,13011.9,2024,7
충남,11893.2,2024,7
전북,12028.5,2024,7
전남,13101.0,2024,7
경북,13827.0,2024,7
경남,13308.9,2024,7
제주,24142.8,2024,7
서울,43041.9,2024,8
인천,17948.7,2024,8
경기,21248.7,2024,8
부산,22304.7,2024,8
대구,23964.6,2024,8
광주,18328.2,2024,8
대전,17592.3,2024,8
울산,17889.3,2024,8
세종,,2024,8
강원,15120.6,2024,8
충북,13011.9,2024,8
충남,11899.8,2024,8
전북,12058.2,2024,8
전남,13120.8,2024,8
경북,13827.0,2024,8
경남,13252.8,2024,8
제주,25419.9,2024,8
서울,44163.9,2024,9
인천,17862.899999999998,2024,9
경기,21615.0,2024,9
부산,21450.0,2024,9
대구,22106.7,2024,9
광주,18635.1,2024,9
대전,17592.3,2024,9
울산,17991.6,2024,9
세종,,2024,9
강원,14968.8,2024,9
충북,14813.7,2024,9
충남,11899.8,2024,9
전북,12058.2,2024,9
전남,12500.4,2024,9
경북,14183.4,2024,9
경남,13252.8,2024,9
제주,25419.9,2024,9
서울,46869.9,2024,10
인천,18598.8,2024,10
경기,21733.8,2024,10
부산,21865.8,2024,10
대구,22106.7,2024,10
광주,18635.1,2024,10
대전,17608.8,2024,10
울산,17470.2,2024,10
세종,,2024,10
강원,14701.5,2024,10
충북,14813.7,2024,10
충남,12150.6,2024,10
전북,12012.0,2024,10
전남,12500.4,2024,10
경북,14183.4,2024,10
경남,13374.9,2024,10
제주,25419.9,2024,10
서울,47124.0,2024,11
인천,18608.7,2024,11
경기,21298.2,2024,11
부산,22595.1,2024,11
대구,22106.7,2024,11
광주,18635.1,2024,11
대전,17645.1,2024,11
울산,17470.2,2024,11
세종,,2024,11
강원,14628.9,2024,11
충북,14836.8,2024,11
충남,11754.6,2024,11
전북,12160.5,2024,11
전남,12500.4,2024,11
경북,14556.3,2024,11
경남,13374.9,2024,11
제주,25419.9,2024,11
서울,44012.1,2024,12
인천,18668.1,2024,12
경기,21575.4,2024,12
부산,22113.3,2024,12
대구,22126.5,2024,12
광주,18697.8,2024,12
대전,17664.899999999998,2024,12
울산,17539.5,2024,12
세종,17902.5,2024,12
강원,14533.2,2024,12
충북,14873.1,2024,12
충남,12180.3,2024,12
전북,12160.5,2024,12
전남,12361.8,2024,12
경북,15133.8,2024,12
경남,13724.7,2024,12
제주,25419.9,2024,12
서울,44055.0,2025,1
인천,18668.1,2025,1
경기,21572.1,2025,1
부산,22113.3,2025,1
대구,22126.5,2025,1
광주,18697.8,2025,1
대전,17664.899999999998,2025,1
울산,17740.8,2025,1
세종,17902.5,2025,1
강원,14533.2,2025,1
충북,14873.1,2025,1
충남,13170.3,2025,1
전북,12173.7,2025,1
전남,13506.9,2025,1
경북,14648.7,2025,1
경남,13724.7,2025,1
제주,25419.9,2025,1
서울,44206.8,2025,2
인천,18625.2,2025,2
경기,21628.2,2025,2
부산,22077.0,2025,2
대구,22152.9,2025,2
광주,19809.9,2025,2
대전,17707.8,2025,2
울산,17602.2,2025,2
세종,17902.5,2025,2
강원,14533.2,2025,2
충북,14569.5,2025,2
충남,13338.6,2025,2
전북,12101.1,2025,2
전남,13506.9,2025,2
경북,13998.6,2025,2
경남,13434.3,2025,2
제주,26083.2,2025,2
서울,44206.8,2025,3
인천,18621.9,2025,3
경기,22143.0,2025,3
부산,22093.5,2025,3
대구,19338.0,2025,3
광주,17133.6,2025,3
대전,17701.2,2025,3
울산,17602.2,2025,3
세종,17902.5,2025,3
강원,14698.2,2025,3
충북,14572.8,2025,3
충남,13338.6,2025,3
전북,12101.1,2025,3
전남,13506.9,2025,3
경북,14889.6,2025,3
경남,14962.2,2025,3
제주,26083.2,2025,3
서울,45417.9,2025,4
인천,18819.9,2025,4
경기,22407.0,2025,4
부산,21908.7,2025,4
대구,19338.0,2025,4
광주,17133.6,2025,4
대전,17582.399999999998,2025,4
울산,17582.399999999998,2025,4
세종,17902.5,2025,4
강원,14569.5,2025,4
충북,14628.9,2025,4
충남,13437.6,2025,4
전북,12556.5,2025,4
전남,13506.9,2025,4
경북,15034.8,2025,4
경남,14962.2,2025,4
제주,26083.2,2025,4
서울,45602.7,2025,5
인천,18819.9,2025,5
경기,21796.5,2025,5
부산,21888.9,2025,5
대구,20275.2,2025,5
광주,17935.5,2025,5
대전,17582.399999999998,2025,5
울산,17226.0,2025,5
세종,17902.5,2025,5
강원,14153.7,2025,5
충북,14628.9,2025,5
충남,14308.8,2025,5
전북,12738.0,2025,5
전남,13312.2,2025,5
경북,15034.8,2025,5
경남,13332.0,2025,5
제주,26083.2,2025,5
서울,45998.7,2025,6
인천,19387.5,2025,6
경기,21918.6,2025,6
부산,21182.7,2025,6
대구,26297.7,2025,6
광주,17417.399999999998,2025,6
대전,19192.8,2025,6
울산,17315.1,2025,6
세종,17902.5,2025,6
강원,14480.4,2025,6
충북,14955.6,2025,6
충남,14107.5,2025,6
전북,12738.0,2025,6
전남,12629.1,2025,6
경북,15034.8,2025,6
경남,14048.1,2025,6
제주,26083.2,2025,6
서울,45358.5,2025,7
인천,19476.6,2025,7
경기,22228.8,2025,7
부산,25089.9,2025,7
대구,26297.7,2025,7
광주,17717.7,2025,7
대전,19258.8,2025,7
울산,17470.2,2025,7
세종,17902.5,2025,7
강원,14378.1,2025,7
충북,15180.0,2025,7
충남,14001.9,2025,7
전북,12648.9,2025,7
전남,12629.1,2025,7
경북,14850.0,2025,7
경남,14440.8,2025,7
제주,26083.2,2025,7
서울,46761.0,2025,8
인천,18159.9,2025,8
경기,22377.3,2025,8
부산,25089.9,2025,8
대구,26297.7,2025,8
광주,17968.5,2025,8
대전,19258.8,2025,8
울산,17866.2,2025,8
세종,17902.5,2025,8
강원,14589.3,2025,8
충북,14919.3,2025,8
충남,14018.4,2025,8
전북,12648.9,2025,8
전남,12629.1,2025,8
경북,14850.0,2025,8
경남,14708.1,2025,8
제주,,2025,8
서울,45470.7,2025,9
인천,18301.8,2025,9
경기,22522.5,2025,9
부산,25103.1,2025,9
대구,30251.1,2025,9
광주,17968.5,2025,9
대전,19258.8,2025,9
울산,17760.6,2025,9
세종,17902.5,2025,9
강원,14668.5,2025,9
충북,14856.6,2025,9
충남,13995.3,2025,9
전북,12648.9,2025,9
전남,12648.9,2025,9
경북,13774.2,2025,9
경남,14708.1,2025,9
제주,,2025,9
서울,46945.8,2025,10
인천,18348.0,2025,10
경기,25218.6,2025,10
부산,25271.4,2025,10
대구,30251.1,2025,10
광주,17968.5,2025,10
대전,20077.2,2025,10
울산,18833.1,2025,10
세종,17902.5,2025,10
강원,15189.9,2025,10
충북,14899.5,2025,10
충남,14107.5,2025,10
전북,13490.4,2025,10
전남,12540.0,2025,10
경북,13675.2,2025,10
경남,14813.7,2025,10
제주,,2025,10
서울,50348.1,2025,11
인천,18562.5,2025,11
경기,23779.8,2025,11
부산,25271.4,2025,11
대구,30251.1,2025,11
광주,17968.5,2025,11
대전,19136.7,2025,11
울산,18664.8,2025,11
세종,17928.899999999998,2025,11
강원,15189.9,2025,11
충북,14958.9,2025,11
충남,14031.6,2025,11
전북,12945.9,2025,11
전남,12540.0,2025,11
경북,13675.2,2025,11
경남,14889.6,2025,11
제주,,2025,11
서울,52602.0,2025,12
인천,19839.6,2025,12
경기,24004.2,2025,12
부산,26159.1,2025,12
대구,30244.5,2025,12
광주,17968.5,2025,12
대전,16800.3,2025,12
울산,19512.9,2025,12
세종,17968.5,2025,12
강원,15189.9,2025,12
충북,14958.9,2025,12
충남,14424.3,2025,12
전북,12731.4,2025,12
전남,12091.2,2025,12
경북,13681.8,2025,12
경남,14883.0,2025,12
제주,,2025,12
서울,52644.9,2026,1
인천,19836.3,2026,1
경기,24106.5,2026,1
부산,26050.2,2026,1
대구,30244.5,2026,1
광주,18971.7,2026,1
대전,17292.0,2026,1
울산,19575.6,2026,1
세종,17968.5,2026,1
강원,15189.9,2026,1
충북,14958.9,2026,1
충남,14424.3,2026,1
전북,12744.6,2026,1
전남,12210.0,2026,1
경북,13952.4,2026,1
경남,14883.0,2026,1
제주,14760.9,2026,1
서울,20034.3,2026,2
인천,52545.9,2026,2
경기,19836.3,2026,2
부산,32171.7,2026,2
대구,26555.1,2026,2
광주,30158.7,2026,2
대전,19311.6,2026,2
울산,17292.0,2026,2
세종,19625.1,2026,2
강원,21819.6,2026,2
충북,15189.9,2026,2
충남,14958.9,2026,2
전북,14424.3,2026,2
전남,12744.6,2026,2
경북,12210.0,2026,2
경남,14005.2,2026,2
제주,14883.0,2026,2
서울,54799.8,2026,3
인천,19866.0,2026,3
경기,24390.3,2026,3
부산,26584.8,2026,3
대구,29861.7,2026,3
광주,19311.6,2026,3
대전,17206.2,2026,3
울산,19625.1,2026,3
세종,17968.5,2026,3
강원,14648.7,2026,3
충북,14727.9,2026,3
충남,14470.5,2026,3
전북,12744.6,2026,3
전남,13071.3,2026,3
경북,13536.6,2026,3
경남,15411.0,2026,3
제주,14760.9,2026,3
서울,58281.3,2026,4
인천,21090.3,2026,4
경기,24753.3,2026,4
부산,26822.4,2026,4
대구,29861.7,2026,4
광주,19311.6,2026,4
대전,18734.1,2026,4
울산,19390.8,2026,4
세종,17968.5,2026,4
강원,14836.8,2026,4
충북,14972.1,2026,4
충남,14176.8,2026,4
전북,12714.9,2026,4
전남,12576.3,2026,4
경북,13549.8,2026,4
경남,15450.6,2026,4
제주,14760.9,2026,4
서울,63439.2,2026,5
인천,21090.3,2026,5
경기,25172.4,2026,5
부산,26248.2,2026,5
대구,37745.4,2026,5
광주,20456.7,2026,5
대전,18734.1,2026,5
울산,19390.8,2026,5
세종,17968.5,2026,5
강원,14883.0,2026,5
충북,14978.7,2026,5
충남,14176.8,2026,5
전북,12714.9,2026,5
전남,12490.5,2026,5
경북,13549.8,2026,5
경남,15450.6,2026,5
제주,14760.9,2026,5
